                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    464,                 1.2526,                0.73187,                0.88592,                0.89508,                0.78771,                0.85449,                0.64314,                 1.3251,                0.74852,                0.91256,             5.0121e-05,             5.0121e-05,             5.0121e-05
                    465,                 1.2572,                0.72938,                0.88809,                0.89759,                0.78532,                0.85591,                0.64433,                 1.3234,                0.74893,                0.91162,             4.8957e-05,             4.8957e-05,             4.8957e-05
                    466,                 1.2638,                  0.736,                0.89124,                0.87984,                0.79435,                0.85489,                0.64416,                 1.3247,                0.75119,                0.91171,             4.7793e-05,             4.7793e-05,             4.7793e-05
                    467,                 1.2427,                0.71446,                0.88464,                0.89853,                0.78633,                0.85629,                0.64647,                 1.3237,                0.74909,                0.91178,             4.6628e-05,             4.6628e-05,             4.6628e-05
                    468,                 1.2645,                0.73416,                0.88701,                 0.8922,                0.79092,                0.85703,                0.64615,                  1.323,                 0.7479,                  0.911,             4.5464e-05,             4.5464e-05,             4.5464e-05
                    469,                  1.247,                0.72905,                0.88325,                0.89969,                0.78977,                 0.8579,                0.64382,                 1.3251,                0.74965,                0.91173,               4.43e-05,               4.43e-05,               4.43e-05
                    470,                 1.2527,                0.72883,                0.88534,                0.89095,                0.79248,                0.85707,                0.64436,                 1.3221,                0.75143,                 0.9117,             4.3136e-05,             4.3136e-05,             4.3136e-05
                    471,                 1.2654,                0.73262,                0.88729,                0.89558,                0.79112,                0.85491,                0.64532,                 1.3224,                0.74978,                 0.9119,             4.1971e-05,             4.1971e-05,             4.1971e-05
                    472,                 1.2571,                0.72844,                0.88479,                0.89028,                0.79411,                0.85593,                0.64374,                 1.3227,                0.74983,                0.91178,             4.0807e-05,             4.0807e-05,             4.0807e-05
                    473,                 1.2546,                0.72725,                0.88689,                0.88188,                0.80004,                0.85656,                0.64526,                 1.3231,                0.74905,                0.91241,             3.9643e-05,             3.9643e-05,             3.9643e-05
                    474,                 1.2664,                0.73776,                0.88467,                0.88502,                0.79607,                0.85562,                0.64318,                 1.3256,                0.75262,                0.91199,             3.8479e-05,             3.8479e-05,             3.8479e-05
                    475,                 1.2496,                0.72693,                0.88688,                0.91122,                0.78235,                0.85532,                0.64206,                 1.3275,                0.75206,                0.91166,             3.7314e-05,             3.7314e-05,             3.7314e-05
                    476,                 1.2599,                0.73136,                0.88664,                0.88595,                0.79458,                0.85597,                0.64403,                 1.3233,                0.75225,                0.91107,              3.615e-05,              3.615e-05,              3.615e-05
                    477,                 1.2581,                0.73194,                0.88547,                0.89449,                0.79141,                 0.8563,                 0.6428,                 1.3241,                0.75153,                0.91125,             3.4986e-05,             3.4986e-05,             3.4986e-05
                    478,                 1.2493,                0.72336,                0.88716,                0.88274,                0.79784,                0.85633,                0.64434,                 1.3235,                0.75078,                0.91103,             3.3822e-05,             3.3822e-05,             3.3822e-05
                    479,                 1.2498,                0.72137,                0.88534,                0.88335,                 0.7972,                0.85648,                0.64592,                 1.3237,                0.75146,                0.91101,             3.2658e-05,             3.2658e-05,             3.2658e-05
                    480,                 1.2433,                0.72329,                0.88402,                0.89947,                 0.7897,                0.85787,                0.64521,                  1.326,                0.75175,                0.91174,             3.1493e-05,             3.1493e-05,             3.1493e-05
                    481,                 1.2476,                0.72375,                0.88683,                0.88617,                0.79331,                 0.8557,                0.64501,                 1.3235,                0.75287,                0.91196,             3.0329e-05,             3.0329e-05,             3.0329e-05
                    482,                 1.2355,                0.71696,                0.88588,                0.89354,                0.79021,                0.85595,                0.64457,                 1.3235,                0.75319,                0.91182,             2.9165e-05,             2.9165e-05,             2.9165e-05
                    483,                 1.2357,                0.71628,                0.88717,                 0.8856,                0.79362,                0.85581,                0.64473,                  1.323,                0.75175,                0.91145,             2.8001e-05,             2.8001e-05,             2.8001e-05
                    484,                 1.2516,                  0.725,                0.88685,                0.87321,                0.80407,                0.85599,                0.64522,                 1.3253,                0.75112,                0.91207,             2.6836e-05,             2.6836e-05,             2.6836e-05
                    485,                 1.2582,                 0.7303,                0.88585,                0.87811,                0.79869,                0.85511,                0.64319,                 1.3266,                0.75031,                0.91217,             2.5672e-05,             2.5672e-05,             2.5672e-05
                    486,                  1.247,                0.72627,                0.88681,                0.90674,                0.77942,                0.85418,                0.64378,                 1.3248,                0.75093,                0.91194,             2.4508e-05,             2.4508e-05,             2.4508e-05
                    487,                 1.2809,                0.74324,                0.88621,                0.90334,                0.78406,                 0.8541,                0.64448,                 1.3237,                0.75025,                0.91185,             2.3344e-05,             2.3344e-05,             2.3344e-05
                    488,                   1.24,                0.72358,                0.88503,                0.90794,                0.78062,                0.85417,                0.64599,                 1.3231,                0.74936,                0.91125,             2.2179e-05,             2.2179e-05,             2.2179e-05
                    489,                 1.2364,                0.71541,                0.88151,                0.91155,                0.77883,                0.85464,                0.64657,                 1.3218,                0.74838,                0.91143,             2.1015e-05,             2.1015e-05,             2.1015e-05
                    490,                 1.2567,                0.73079,                0.88384,                0.90032,                0.78428,                0.85444,                0.64475,                 1.3217,                0.75004,                0.91119,             1.9851e-05,             1.9851e-05,             1.9851e-05
                    491,                 1.2794,                0.72747,                0.88902,                0.88977,                0.77947,                0.84843,                0.63937,                 1.3255,                0.75601,                 0.9133,             1.8687e-05,             1.8687e-05,             1.8687e-05
                    492,                 1.2952,                 0.7319,                0.88726,                0.87887,                0.78321,                0.84512,                0.63665,                 1.3243,                0.75569,                0.91403,             1.7522e-05,             1.7522e-05,             1.7522e-05
                    493,                 1.2618,                0.71353,                0.87969,                0.87946,                0.78301,                0.84483,                0.63509,                 1.3253,                0.75686,                0.91463,             1.6358e-05,             1.6358e-05,             1.6358e-05
                    494,                 1.2744,                0.72181,                0.88554,                0.87318,                0.78665,                0.84435,                0.63342,                 1.3286,                0.75937,                0.91564,             1.5194e-05,             1.5194e-05,             1.5194e-05
                    495,                 1.2698,                0.71947,                0.88273,                0.87412,                0.78777,                0.84431,                 0.6336,                 1.3274,                 0.7584,                0.91512,              1.403e-05,              1.403e-05,              1.403e-05
                    496,                 1.2655,                0.71503,                 0.8803,                0.87489,                0.78427,                0.84391,                0.63319,                 1.3272,                0.75762,                0.91507,             1.2865e-05,             1.2865e-05,             1.2865e-05
                    497,                   1.27,                0.71938,                0.88441,                0.87863,                0.78234,                0.84466,                0.63451,                 1.3262,                0.75624,                0.91476,             1.1701e-05,             1.1701e-05,             1.1701e-05
                    498,                 1.2669,                0.71323,                0.88115,                0.88039,                0.78342,                0.84527,                0.63574,                 1.3229,                0.75461,                0.91392,             1.0537e-05,             1.0537e-05,             1.0537e-05
                    499,                 1.2529,                0.70851,                  0.879,                0.87826,                0.78393,                0.84506,                0.63345,                 1.3271,                0.75661,                0.91481,             9.3727e-06,             9.3727e-06,             9.3727e-06
                    500,                 1.2729,                0.71087,                0.88263,                0.87306,                0.78935,                0.84465,                0.63394,                 1.3267,                0.75577,                0.91473,             8.2085e-06,             8.2085e-06,             8.2085e-06
